PROVINCE,DISTRICT,POPULATION,2020 14,2020 15,2020 16,2020 17,2020 18,2020 19,2020 20,2020 21,2020 22,2020 23,2020 24,2020 25,2020 26,2020 27,2020 28,2020 29,2020 30,2020 31,2020 32,2020 33,2020 34,2020 35,2020 36,2020 37,2020 38,2020 39,2020 40,2020 41,2020 42,2020 43,2020 44,2020 45,2020 46,2020 47,2020 48,2020 49,2020 50,2020 51,2020 52,2020 53,2020 Total ,2021 1,2021 2,2021 3,2021 4,2021 5,2021 6,2021 7,2021 8,2021 9,2021 10,2021 11,2021 12,2021 13,2021 14,2021 15,2021 16,2021 17,2021 18,2021 19,2021 20,2021 21,2021 22,2021 23,2021 24,2021 25,2021 26,2021 27,2021 28,2021 29,2021 30,2021 31,2021 32,2021 33,2021 34,2021 35,2021 36,2021 37,2021 38,2021 39,2021 40,2021 41,2021 42,2021 43,2021 44,2021 45,2021 46,2021 47,2021 48,2021 49,2021 50,2021 51,2021 52,2021 53,2021 Total ,2022 1,2022 2,2022 3,2022 4,2022 5,2022 6,2022 7,2022 8,2022 9,2022 10,2022 11,2022 12,2022 13,2022 14,2022 15,2022 16,2022 17,2022 18,2022 19,2022 20,2022 21,2022 22,2022 23,2022 24,2022 25,2022 26,2022 27,2022 28,2022 29,2022 30,2022 31,2022 32,2022 33,2022 34,2022 35,2022 36,2022 37,2022 38,2022 39,2022 40,2022 41,2022 42,2022 43,2022 44,2022 45,2022 46,2022 47,2022 48,2022 49,2022 50,2022 51,2022 52,2022 Total ,Grand Total 
INHAMBANE,MASSINGA,"236,939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,0,0,28,2,5,1,1,2,1,0,0,0,13,1,0,0,1,66,38,14,43,30,0,22,38,43,15,5,2,1,1,2,0,1,1,1,0,0,0,0,1,1,6,3,5,22,69,111,42,69,17,40,9,6,2,4,1,0,0,0,0,0,0,0,0,0,2,54,112,130,1,964,31,55,20,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,251,1281
INHAMBANE,MAXIXE,"129,993",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,2,0,2,2,5,1,2,3,9,13,4,2,3,0,9,5,67,24,70,113,91,76,60,63,104,29,5,15,0,2,1,2,2,2,2,0,4,2,3,11,15,14,39,59,174,273,346,211,68,53,42,19,14,7,3,1,0,2,0,2,0,0,0,0,1,1,104,205,540,5,2879,184,173,5,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,11,34,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,539,3485
INHAMBANE,MORRUMBENE,"136,980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,11,10,5,31,0,0,12,48,4,9,1,2,0,0,2,0,8,0,0,0,0,0,0,0,0,0,2,19,47,50,70,40,28,9,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,317,0,776,76,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,211,998
INHAMBANE,PANDA,"43,968",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,13,0,11,15,3,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,21,49,98,33,4,12,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,51,49,0,412,15,61,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107,523
INHAMBANE,VILANCULOS,"151,709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,2,2,0,0,0,0,0,0,0,3,6,0,1,0,22,4,0,0,25,7,45,14,9,11,31,10,0,3,4,2,3,10,0,6,0,4,2,4,3,5,10,17,128,136,389,147,99,38,30,25,17,22,5,7,4,2,1,0,0,0,0,0,1,27,19,74,174,0,1574,343,142,111,14,9,1,2,0,1,1,2,2,0,0,1,0,3,5,0,1,2,2,3,7,4,7,10,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,14,697,2293
INHAMBANE,ZAVALA,"151,308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,0,0,1,0,9,0,4,102,37,36,0,62,3,4,1,2,1,0,3,0,3,0,0,0,1,0,0,0,0,7,3,34,46,43,104,50,43,29,11,7,2,1,0,3,0,1,0,1,1,2,0,0,2,6,27,168,223,2,1075,54,52,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,2,1,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,25,180,1264
MANICA,BARUE,"185,641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,113,0,126,105,52,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,170,296
MANICA,CHIMOIO,"363,336",0,0,0,0,0,0,0,0,0,2,0,1,1,3,2,0,9,0,2,33,21,4,16,4,14,7,4,4,11,13,8,11,11,17,6,9,9,12,11,23,268,128,428,326,232,225,220,159,59,27,20,88,10,3,9,2,7,15,2,12,13,8,14,7,12,49,236,531,336,230,760,582,710,386,11,16,16,5,4,14,1,4,3,3,2,2,4,1,5,9,160,543,446,4,7099,753,305,97,47,15,30,3,3,4,0,0,1,1,0,3,0,1,1,0,0,0,0,2,0,0,1,2,1,1,0,1,0,1,1,2,1,0,2,0,4,2,2,1,6,4,1,1,1,4,1,1,51,1358,8725
MANICA,GONDOLA,"192,314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,5,4,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
MANICA,GURO,"97,141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,90,0,111,101,3,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,135,246
MANICA,MACATE,"84,429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,50,0,67,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,82
MANICA,MACHAZE,"126,488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,8,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,1,70,117,279,0,544,336,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,436,980
MANICA,MACOSSA,"46,132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,25,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
MANICA,MANICA,"215,239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,7,18,8,7,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,7,8,27,7,0,121,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,134
MANICA,MOSSURIZE,"203,738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,30,19,41,0,112,36,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,158
MANICA,SUSSUNDENGA,"168,442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,2,100,91,0,220,118,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,174,394
MANICA,TAMBARA,"53,499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
MANICA,VANDUZI,"115,532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,98,0,126,33,74,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,239
MAPUTO_CIDADE,KAMAVOTA,"326,771",0,0,0,0,0,0,0,0,0,2,2,2,0,3,3,6,3,2,2,23,4,21,19,46,36,34,43,29,27,53,47,30,53,58,32,38,30,55,40,33,776,70,239,343,252,291,199,189,170,90,71,50,13,13,15,19,18,20,5,5,1,9,8,6,13,112,223,544,777,760,893,379,339,105,97,45,21,22,2,11,2,2,1,1,0,0,0,0,13,90,407,648,664,25,8292,333,178,119,33,19,19,4,6,7,2,0,0,0,0,2,0,0,0,0,0,0,3,9,5,18,20,15,5,16,4,5,1,5,6,3,0,4,2,3,5,6,10,2,7,1,4,13,6,10,1,8,22,941,10009
MAPUTO_CIDADE,KAMAXAKENI,"195,556",0,0,1,0,0,0,0,7,1,8,4,10,5,8,17,23,16,25,7,15,3,7,15,10,15,99,98,52,22,57,29,24,12,17,9,19,18,49,21,21,744,44,64,107,108,90,81,86,61,63,92,37,8,8,10,9,14,10,5,7,4,1,3,11,11,52,123,276,319,292,342,153,116,48,44,12,12,14,5,1,3,9,14,11,3,2,2,2,10,64,162,847,1051,4,4927,254,282,74,18,82,49,34,16,9,3,2,7,7,2,3,4,3,4,4,2,20,16,28,34,50,27,20,9,1,6,5,4,4,3,4,0,0,14,5,1,1,1,2,0,3,2,2,1,2,1,4,26,1155,6826
MAPUTO_CIDADE,KAMPFUMU,"76,157",1,11,13,43,11,17,80,29,5,5,3,9,3,5,7,18,34,40,91,175,228,183,228,247,469,447,428,303,469,409,251,203,181,163,149,192,174,191,200,328,6043,992,889,1411,1570,1502,1142,913,638,543,402,365,85,96,143,114,154,122,74,51,30,41,75,83,180,682,1027,2168,3047,3146,2501,1765,1047,428,316,116,92,77,51,16,21,6,12,6,8,9,9,11,146,547,1310,1929,1939,133,34180,1023,668,323,148,73,51,36,25,13,8,6,5,0,1,5,4,2,10,21,17,24,67,163,133,82,63,31,19,10,8,12,7,8,4,4,2,8,3,7,10,1,3,1,4,7,7,9,21,17,9,18,302,3503,43726
MAPUTO_CIDADE,KAMUBUKWANA,"319,968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,12,2,3,16,9,14,11,13,19,16,9,5,6,1,7,3,12,164,34,29,56,144,74,79,117,45,21,30,31,0,8,4,7,16,3,6,9,0,0,3,13,8,29,69,260,451,472,550,323,103,30,23,10,10,10,5,2,2,10,17,6,6,2,1,1,3,64,231,456,0,5,3888,340,184,44,22,9,13,3,5,3,1,1,3,4,2,0,0,0,4,6,0,2,3,14,16,13,4,2,4,3,2,3,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,3,53,774,4826
MAPUTO_CIDADE,KANYAKA,"5,958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,2,1,0,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,13,5,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,41,0,162,39,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,68,231
MAPUTO_CIDADE,KATEMBE,"28,788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,3,1,6,2,1,4,1,2,3,1,1,1,1,2,34,18,7,11,28,0,6,13,7,5,0,2,1,2,2,2,0,0,0,1,1,2,0,0,1,3,6,33,34,78,35,92,38,13,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,478,61,83,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,221,733
MAPUTO_CIDADE,NLHAMANKULU,"127,079",0,0,0,0,0,0,0,1,2,7,4,10,1,4,1,12,14,6,8,34,16,13,37,37,53,24,100,53,39,67,50,51,50,48,30,28,46,61,40,89,1036,247,222,374,392,564,354,354,239,147,125,124,15,23,34,33,31,12,13,15,13,4,12,11,56,121,387,679,387,799,895,673,285,158,72,50,4,19,5,3,0,3,5,3,3,0,0,4,9,131,451,529,234,8,9331,693,390,53,77,25,28,9,7,0,2,1,2,1,0,0,1,0,0,1,4,10,14,42,73,51,35,25,30,19,13,12,15,5,14,1,2,1,1,4,2,0,0,5,9,2,6,16,6,22,5,1,68,1803,12170
MAPUTO_PROVINCIA,BOANE,"210,367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,19,34,5,19,10,13,9,11,18,7,20,22,10,2,13,20,17,8,14,4,7,294,41,168,143,232,105,186,81,61,73,35,18,0,3,5,13,5,12,5,15,1,7,7,5,31,128,60,101,218,147,364,146,76,26,9,10,7,0,2,0,0,0,0,0,0,0,0,0,2,30,69,119,161,0,2927,124,57,32,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,18,12,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,37,311,3532
MAPUTO_PROVINCIA,MAGUDE,"62,297",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,6,4,1,0,0,0,0,0,0,1,2,5,0,0,26,0,0,0,0,0,0,0,14,0,9,6,0,0,0,0,6,0,3,1,0,0,0,0,0,0,0,1,0,0,26,45,12,56,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,54,116,0,374,29,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60,460
MAPUTO_PROVINCIA,MANHIÇA,"205,053",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,5,1,0,5,5,9,7,8,19,13,14,22,11,5,2,4,9,24,21,6,0,203,14,2,0,0,0,0,23,14,0,148,32,2,1,4,2,19,8,1,3,3,0,0,0,0,0,55,74,30,41,74,78,48,42,22,6,0,0,1,0,0,0,1,0,0,0,0,0,0,6,133,296,232,1,1416,243,112,35,22,7,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,9,0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,459,2078
MAPUTO_PROVINCIA,MARRACUENE,"218,788",0,0,0,0,0,0,0,0,0,3,5,0,1,1,1,1,1,0,0,3,7,12,21,33,70,109,16,21,18,50,39,34,23,6,9,16,57,39,18,29,643,128,174,194,261,156,213,249,165,67,60,58,1,2,8,4,19,8,4,9,2,2,3,4,17,54,87,308,234,187,178,48,44,31,13,1,4,4,1,1,0,0,0,0,0,0,0,1,12,45,264,362,160,9,3856,122,38,34,16,5,5,0,5,1,0,0,0,0,0,0,0,0,1,1,1,4,12,7,8,10,7,7,0,1,0,2,0,0,0,0,0,0,1,1,0,1,2,0,1,0,0,3,0,1,0,1,9,307,4806
MAPUTO_PROVINCIA,MATOLA,"1,032,197",0,0,0,0,0,0,0,0,3,8,20,13,14,13,11,92,8,29,37,46,53,40,51,51,178,104,89,95,82,122,97,95,68,22,49,36,57,40,24,29,1676,124,280,359,341,314,261,223,270,293,172,87,10,14,9,23,32,8,8,6,9,11,32,35,43,254,276,528,949,1121,1115,659,211,100,58,32,22,11,6,4,2,3,1,0,1,1,1,1,35,201,1207,1656,1644,4,13067,1489,611,196,94,33,27,9,2,1,1,0,1,2,0,0,1,0,2,9,16,39,79,122,153,87,43,30,26,5,4,4,1,2,3,1,3,3,1,0,2,1,1,1,2,6,5,8,9,5,2,4,171,3317,18060
MAPUTO_PROVINCIA,MATUTUINE,"43,664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,5,0,0,1,0,19,9,1,13,6,0,0,0,2,5,4,36,106,20,57,41,59,14,28,5,11,15,7,2,3,3,0,1,0,0,0,0,3,0,7,2,0,18,3,19,17,38,85,71,34,19,11,3,15,1,0,0,0,1,0,0,0,0,0,0,10,55,99,180,83,5,1045,66,34,15,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,3,6,1,5,18,9,3,11,2,1,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,9,3,1,3,0,0,13,221,1372
MAPUTO_PROVINCIA,MOAMBA,"88,583",0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,2,11,4,9,29,0,15,14,21,15,3,0,0,2,0,1,2,0,1,11,2,5,1,0,155,12,55,100,11,0,34,19,65,90,11,17,0,2,0,4,1,5,1,9,3,1,59,9,9,19,5,115,97,182,225,266,23,37,6,14,2,0,3,0,0,0,0,0,0,0,0,0,21,77,79,154,126,0,1968,103,22,10,2,2,0,0,8,3,5,0,0,2,1,0,0,1,1,0,1,0,2,0,5,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,10,192,2315
MAPUTO_PROVINCIA,NAMAACHA,"47,129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,6,30,4,0,5,6,6,2,2,0,11,3,3,1,0,5,2,0,0,0,3,5,106,21,23,55,31,18,47,12,7,43,8,10,0,2,4,3,1,0,1,1,1,0,3,3,4,23,6,33,78,91,203,161,54,15,12,7,6,2,1,0,0,0,0,0,0,0,0,0,0,14,35,71,176,9,1295,50,6,75,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,181,1582
NAMPULA,ANGOCHE,"347,176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,15,7,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,53,0,107,50,50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,113,221
NAMPULA,CIDADE DE NAMPULA,"760,214",0,0,0,0,0,0,0,3,11,101,52,37,54,36,25,19,15,17,11,18,5,15,11,7,22,8,2,3,4,4,3,2,10,10,6,5,7,8,67,52,650,175,91,135,166,129,89,221,230,90,193,150,15,30,97,104,8,10,11,25,6,8,7,11,7,11,13,34,77,82,127,158,322,421,324,287,155,84,37,22,19,8,2,5,3,3,4,1,6,4,10,151,522,7,4907,930,547,116,22,20,6,5,2,1,0,2,2,0,0,9,0,1,0,2,1,2,1,1,5,9,20,38,21,19,8,11,10,8,6,0,4,2,3,0,0,0,0,0,0,0,2,0,9,5,0,1,124,1975,7532
NAMPULA,ERATI,"387,713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,5,15,3,4,2,1,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,2,0,2,4,29,20,13,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145
NAMPULA,ILHA DE MOÇAMBIQUE,"64,577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,6,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,1,0,0,0,2,0,0,0,13,0,0,0,0,0,24,0,58,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,84
NAMPULA,LALAUA,"107,369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,5,4,30,34,13,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,134,0,12,2,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,158
